content,label
利用闲置资金购买银行短期理财产品保本理财产品期限超过取得理财收益需要缴纳增值税财税201636文件规定贵司贷款服务缴纳增值税相关规定财政部全面推开改增试点通知财税201636附件销售服务无形资产不动产注释第一条金融服务金融服务经营金融保险业务活动包括贷款服务直接收费金融服务保险服务金融商品转让贷款服务贷款资金使用取得利息收入业务活动各种占用拆借资金取得收入包括金融商品持有期间到期利息保本收益报酬资金占用费补偿金收入信用卡透支利息收入买入返售金融商品利息收入融资融券收取利息收入融资售后回租押汇罚息票据贴现转贷业务取得利息利息性质收入贷款服务缴纳增值税明确金融房地产开发教育辅助服务增值税政策通知财税2016140销售服务无形资产不动产注释财税201636第一条点所称保本收益报酬资金占用费补偿金合同明确承诺到期本金收回投资收益金融商品持有期间到期取得保本上述收益属于利息利息性质收入征收增值税,增值税
母公司过来发票IT财务咨询HR各项费用人员中国过来两天通过泰国公司过来存在IT特许权问题请问需要代扣代缴税金营业税改征增值税试点实施办法财税201636第十二条规定服务租赁不动产无形资产自然资源使用权销售方购买方境内属于境内销售服务需要缴纳增值税描述贵司境外母公司购买IT财务咨询境外母公司支付费用需要代扣代缴增值税增值税相关城市维护建设教育费附加地方教育费附加描述母公司贵司提供服务过程人员入境开会两天理解母公司境内构成常设机构企业所得税法实施条例第七条规定企业所得税法第三条来源于中国境内境外所得以下原则确定提供劳务所得劳务发生地确定描述境外母公司贵司提供咨询服务劳务发生地境外属于来源于境外所得贵司需要代扣代缴企业所得税描述母公司贵司提供IT服务贵司描述涉及特许权问题实务涉及IT通过提供服务可能税务机关认定特许权使用费建议贵司这方面做好资料搜集整理举证准备,综合
生产经营个体工商户需要个体工商户地税申报缴纳城市维护建设教育费附加地方教育费附加是否缴纳税款主管税务机关个体工商户实际情况进行税种核定确定,综合
减免税减半期内企业何种税率进行计算财政部执行企业所得税优惠政策若干问题通知财税200969规定执行国务院实施企业所得税过渡优惠政策通知200739规定过渡优惠政策西部开发优惠政策企业定期减免税减半期内企业适用税率计算应纳税额减半征税各类情形定期减免税企业所得税25%法定税率计算应纳税额减半征税财税200969财政部执行企业所得税优惠政策若干问题通知,企业所得税
工程集成商现在外地有个工程项目承包劳务公司使用签订合同现在要开16%增票出去劳务公司开票进来税额缴纳抵扣部分是否进行抵扣问题描述贵司税率16%开具发票16%计算销项税额贵司取得分包劳务开来6%发票增值税专用发票金额抵扣进项税额贵司描述这种情况劳务分包发票抵扣进项,增值税
贸易出口卖方报关EXW价格征收增值税卖方报关EXWFCAEXW工厂交货价格增值税计税申请退税开具发票价格确定增值税税额,增值税
企业核定征收涉及费用成本抵扣问题个人独资企业需要所得税汇算清缴个人独资企业经营业主费用用于抵扣纳税收入个人独资企业经营业主业务需要开出业务招待费发票需要企业名字抬头个人独资企业业主个体工商户方式缴纳需要汇算清缴每年月底之前进行汇算清缴独资企业经营过程合理支出业主税前扣除支付雇工工资其他费用支出采购成本判断原则一般企业生产经营原则一样企业生产经营相关合理支出准予扣除具体法规参照个体工商户计税办法201435收入经营成本差额利润方式计算要求企业具有完善账务处理能力准确核算收入成本费用具有账务处理能力通常核定征收方式缴纳描述中贵司采取核定征收涉及不到具体费用扣减独资企业发生招待费取得发票企业名称抬头,个人所得税
活动适用企业所得税研究开发费用税前加计扣除政策财政部科技部完善研究开发费用税前加计扣除政策通知财税2015119规定研发活动研发费用归集范围下列活动适用税前加计扣除政策企业产品服务常规性升级某项科研成果直接应用直接采用公开新工艺材料装置产品服务知识企业商品化顾客提供技术支持活动现存产品服务技术材料工艺流程进行重复简单改变市场调查研究效率调查管理研究工业服务流程环节常规质量控制测试分析维修维护社会科学艺术文学方面研究财税2015119财政部科技部完善研究开发费用税前加计扣除政策通知,企业所得税
股东自然人股东组建畜禽养殖公司自然人取得股东分红交个描述理解法人股东自然人股东组建公司应该属于有限责任公司自然人境内畜禽养殖公司享受增值税企业所得税税收优惠公司分红应该利息股息红利所得缴纳,个人所得税
一年期借款合同年利率8%利息收入涉税企业借款利息收入属于金融服务提供贷款服务涉及增值税及其附加税城建税地方教育附加教育附加确认企业收入计算缴纳企业所得税相关规定营业税改征增值税试点实施办法财税201636销售服务无形资产不动产注释金融服务金融服务经营金融保险业务活动包括贷款服务直接收费金融服务保险服务金融商品转让贷款服务贷款资金使用取得利息收入业务活动各种占用拆借资金取得收入包括金融商品持有期间到期利息保本收益报酬资金占用费补偿金收入信用卡透支利息收入买入返售金融商品利息收入融资融券收取利息收入融资售后回租押汇罚息票据贴现转贷业务取得利息利息性质收入贷款服务缴纳增值税企业所得税法实施条例第十八条企业所得税法第六条项所称利息收入企业资金提供使用构成权益投资占用企业资金取得收入包括存款利息贷款利息债券利息欠款利息收入利息收入合同约定债务人应付利息日期确认收入实现,综合
使用增值税专用发票信息开具发票规定只能一个信息对应一份发票对应多份发票总金额相等增值税发票开具问题公告公告201647第一条规定专用发票信息一一对应开具增值税专用发票一个信息只能对应一份发票开票限额原因无法一张票上开具全额红字发票税务机关申请开发票申请提升开票限额文件规定纳税人开具普通发票对应蓝字发票金额范围开具多份发票,增值税
销售模具分期收款预收首期款能否开票之后分期收款能否分开开票贵司选择收到预付款全额开具发票分期开具发票开具发票按规定判定纳税义务发生时间开具发票之后需要发票开具当期申报缴纳增值税分期付款规定申报缴纳税款相关规定增值税暂行条例第十九条增值税纳税义务发生时间发生应税销售行为收讫销售款项取得索取销售款项凭据当天开具发票开具发票当天增值税暂行条例实施细则采取赊销分期收款方式销售货物书面合同约定收款日期当天书面合同书面合同没有约定收款日期货物发出当天,增值税
材料生产产品部分出口出口产品生产产品总量不知关税进口增值税处理进料加工国内外贸经营权单位外汇购买进口部分原料材料辅料元器件配套包装物料加工成品半成品返销出口国外市场业务进口即可享受免税出口以后享受退税提前海关申请进料加工手册免税证明进料加工增值税进料加工业务进口料件一般免征增值税出口免税进口料件这部分对应进项税额存在退还计算免抵退税时计算一个免抵退税额不得免征抵扣税额减额进料加工关税加工后复出口数量免征进口关税出口这部分材料免征出口关税海关凭盖主管出口退税税务机关印章经贸主管部门批件办理进口料件登记手册加工货物出口下列规定计算退税外贸企业进料加工贸易方式减税进口转售企业加工应先填具进料加工贸易申请表报经主管出口退税税务机关同意申报表报送主管征税税务机关开具增值税专用发票按规定税率计算注明销售料件税额主管出口企业征税税务机关这部分销售料件销售发票注明缴税计征入库主管退税税务机关出口企业办理出口退税出口货物规定退税率计算税额税额抵扣进料加工出口货物计算退税公式出口税额出口货物应退税额销售进口料件缴税销售进口料件缴税当期进口料件金额税率海关进口料件实征增值税税款生产企业进料加工贸易方式进口加工出口进口料件应先海关核准进料加工登记手册填具进料加工贸易申请表报经主管出口退税税务机关同意盖章申报表报送主管征税税务机关准许计征加工成品增值税这部分进口按规定征税税率计算税额予以抵扣货物出口主管退税税务机关计算退税免税额应对这部分进口料件按规定退税率计算税额并予扣减实行先征后退办法计算退税生产企业计算公式当期应纳税额当期内销货物销项税金当期出口货物离岸价外汇人民币牌价征税税率当期进项税额当期海关核销免税进口料件组成计税价格征税税率当期应退税额当期出口货物离岸价外汇人民币牌价退税率当期海关核销免税进口料件组成计税价格退税税率实行办法计算退税生产企业计算公式当期不予抵扣退税税额当期出口货物离岸价外汇人民币牌价征税税率退税率当期海关核销免税进口料件组成计税价格征税退税率退税计算具体步骤公式参照生产企业自营出口退税办法资质要求经营必须主管部门授权主管部门批准具有外贸出口经营权进出口公司单位不得经营外汇购进进口原料零部件必须加工成品出口进口料件加工成品所有权经营经营自负盈亏,综合
中小企业研发费用加计扣除财政部科技部提高科技型中小企业研究开发费用税前加计扣除比例通知财税201734规定科技型中小企业开展研发活动实际发生研发费用形成无形资产计入当期损益按规定据实扣除基础2017日至20191231期间实际发生额75%税前加计扣除形成无形资产上述期间无形资产成本175%税前摊销科技型中小企业享受研发费用税前加计扣除政策政策口径财政部科技部完善研究开发费用税前加计扣除政策通知财税2015119规定执行提高科技型中小企业研究开发费用税前加计扣除比例问题公告公告201718规定科技型中小企业开展研发活动实际发生研发费用20191231以前形成无形资产2017日至20191231期间发生摊销费用适用通知规定优惠政策公告适用20172019年度企业所得税汇算清缴财税201734财政部科技部提高科技型中小企业研究开发费用税前加计扣除比例通知公告201718提高科技型中小企业研究开发费用税前加计扣除比例问题公告,企业所得税
明细科目业务招待费交际应酬二者区别情况对应明细科目企业所得税有无区别调整理解业务招待费交际应酬费在企业所得税处理没有区别业务招待费限额税前扣除二者增值税处理有所区别增值税暂行条例第十条规定下列项目进项税额不得销项税额抵扣用于增值税应税项目免征增值税项目集体福利个人消费购进货物应税劳务增值税暂行条例实施细则规定条例第十条项所称个人消费包括纳税人交际应酬消费营业税改征增值税试点实施办法财税201636规定用于简易计税方法计税项目免征增值税项目集体福利个人消费购进货物加工修理修配劳务服务无形资产不动产涉及固定资产无形资产不动产仅指专用上述项目固定资产无形资产包括权益无形资产不动产纳税人交际应酬消费属于个人消费总局相关解释交际应酬消费属于生产经营生产投入支出一种生活消费活动增值税消费行为征税消费者负税者交际应酬消费需要负担对应进项税额交际应酬消费个人消费难以准确划分征管不宜掌握界限交际应酬消费个人消费适用不同税收政策容易诱发避税行为简化操作公平税负交际应酬消费所用货物加工修理修配劳务服务无形资产不动产不得抵扣进项税额一般意义理解业务招待费可能包括生产经营需要宴请旅游景点参观娱乐交通住宿费相关客户纪念品赠送可能客户关系维护可能市场营销拓展可能处于生产经营活动必要支出认为整体业务招待费概念应该大于增值税概念交际应酬消费业务招待费属于交际应酬消费性质支出对应进项不得抵扣目前企业列支业务招待费是否属于36文中不得抵扣交际应酬消费项目存在疑惑费用主要说明差旅费相关企业员工差旅费企业员工生产经营需要异地发生住宿餐饮交通费用属于生产经营相关必要支出36号文规定购进旅客运输服务贷款服务餐饮服务居民日常服务娱乐服务明确不得抵扣项目员工出差相关住宿费取得进项发票进项抵扣负担企业员工差旅费企业员工负担差旅费取得住宿进项发票能够抵扣需要结合业务性质综合判断企业公司供应商企业销售企业产品保质期免费公司提供维修服务保修期提供无偿保修服务属于视同销售服务需要公司承担公司人员维修期间住宿费用该项费用企业列入业务招待费住宿费交际应酬消费属于生产性支出此种情况发生住宿费抵扣企业员工负担差旅费取得住宿进项发票能够抵扣需要结合业务性质综合判断总局解释此类交际应酬消费个人消费难以准确划分简化操作公平税负对应交际应酬消费发生进项税额不得抵扣会议费企业严格区分业务招待费会议费不得业务招待费内容计入会议费税前列支抵扣会议费正常情况需要提供会议时间地点人员会议记录材料税前扣除辅助材料符合上述情况会议费属于交际应酬范畴进项抵扣企业严格区分会议服务会议费餐饮费支出正常会议期间提供会议现场属于会议服务一部分合并开具会议费发票进项抵扣会议期间酒店餐厅消费餐饮服务单独开具发票不得抵扣,综合
国税201828号文税前扣除凭证规定集团公司统借公司发票复印件利息分割税前扣除凭证统借定义看出统借属于企业共同接受应税服务统借业务不适用于企业所得税扣除凭证管理办法第十八条分割扣除凭证规定相关规定发布企业所得税税前扣除凭证管理办法公告公告201828第十八条企业企业包括关联企业境内共同接受应纳增值税劳务以下简称应税劳务发生支出采取分摊方式应当独立交易原则进行分摊企业发票分割税前扣除凭证共同接受应税劳务企业企业开具分割税前扣除凭证企业企业境内共同接受应税劳务发生支出采取分摊方式企业发票外部凭证分割税前扣除凭证共同接受应税劳务企业企业开具分割税前扣除凭证全面推开营业税改征增值税试点通知财税201636附件营业税改征增值税试点过渡政策规定统借业务企业集团企业集团核心企业金融机构借款对外发行债券取得资金资金分拨下属单位包括独立核算单位独立核算单位下同下属单位收取用于归还金融机构债券购买方本息业务企业集团金融机构借款对外发行债券取得资金集团所属财务公司企业集团集团下属单位签订统借贷款合同分拨资金企业集团集团下属单位收取本息转付企业集团企业集团统一归还金融机构债券购买方业务,企业所得税
地税年终12自行申报公司账户查封不得不出纳办理公司报销业务发放工资业务流水超过12需要缴纳个税年终12自行申报要求员工实际收入金额已经申报缴纳税金金额填报税务局税务局再次相应数据是否准确详实贵司出纳办理公司报销业务发放工资业务一个代收代付过程出纳实际收入金额无需缴纳避免将来产生纠纷应对税务稽查建议贵司出纳签订一份代收代付协议阐明情况责任义务,个人所得税
异地经营专票经营税务说预缴税财税201758理解提供以下分析供参考现行规定建筑服务发生地预缴增值税项目纳税人收到预收款建筑服务发生地预缴增值税纳税人地级行政区范围提供建筑服务取得预收款收到预收款建筑服务发生地主管国税机关预缴税款现行规定无需建筑服务发生地预缴增值税项目纳税人收到预收款机构所在地预缴增值税纳税人同一地级行政区范围同一地级行政区范围跨县提供建筑服务取得预收款收到预收款机构所在地主管国税机关预缴税款相关规定财政部税务总局建筑服务等营改增试点政策通知财税201758纳税人提供建筑服务取得预收款收到预收款取得预收款扣除支付分包款后余额本条第三款规定预征预缴增值税现行规定建筑服务发生地预缴增值税项目纳税人收到预收款建筑服务发生地预缴增值税现行规定无需建筑服务发生地预缴增值税项目纳税人收到预收款机构所在地预缴增值税适用一般计税方法计税项目预征率为2%适用简易计税方法计税项目预征率为3%,增值税
酒店营业执照会议服务场地租赁经营范围我方酒店会场开会发票开具会议服务备注会议场地发票可否报销贵司酒店会场开会酒店提供会议服务开具会议服务发票合规贵司凭票报销相关规定财政部全面推开营业税改征增值税试点通知财税201636会议展览服务指为商品流通促销展示经贸洽谈民间交流企业沟通国际往来举办组织安排各类展览会议业务活动,企业所得税
限制性股票股票期权个税缴纳上市公司限制性股票股票期权缴纳问题内容大多文件规定提供文件供参考财政部股票期权所得征收问题通知财税200535股票期权所得缴纳问题补充通知国税函2006902财政部股票增值所得限制性股票所得征收问题通知财税2009,个人所得税
捐赠一批货物上海公益组织要求开发票合理应该开具捐赠收据捐赠需要视同销售是否开具发票视同销售货物缴纳增值税受赠者一般纳税人受赠者要求开具专用发票贵司需要索取捐赠收据捐赠支出年度利润总额12%以内部分税前扣除取得捐助单位盖章财政部或省自治区直辖市财政部门印制公益性捐赠票据入账税前扣除相关规定公益性捐赠税前扣除问题补充通知财税201045企业通过获得公益性捐赠税前扣除资格公益性社会团体县级人民政府及其组成部门直属机构用于公益事业捐赠支出按规定进行所得税税前扣除县级人民政府及其组成部门直属机构公益性捐赠税前扣除资格需要认定财政部民政部公益性捐赠税前扣除问题通知财税2008160公益性社会团体县级人民政府及其组成部门直属机构接受捐赠行政管理级次使用财政部或省自治区直辖市财政部门印制公益性捐赠票据加盖单位印章索取捐赠票据应予以开具增值税若干征收问题通知国税发1994122无偿赠送货物可否开具专用发票问题一般纳税人货物无偿赠送给受赠者一般纳税人受赠者要求开具专用发票增值税暂行条例实施细则2008修订财政部50第四条单位个体工商户下列行为视同销售货物自产委托加工购进货物无偿赠送单位,综合
采用预收款方式出租不动产享受小微企业税收优惠政策采取预收款形式出租不动产取得预收租金收入预收款对应租赁期平均分摊分摊月租金收入超过万元享受小微企业免征增值税优惠政策,增值税
单价600货物购买方银行承兑汇票价格应该银行承兑汇票现款承兑600承兑600贴现率贴现率具体贴现当天银行公布汇票贴现利率,综合
海南临高碧桂园金沙滩唯一家庭房产转让不满需要临高地税要求差额20%征收选择总价2%征收是否合理多交地税是否退回销售两年不满五年住房涉及税目税率税率20%财政部建设部出售住房所得征收问题通知财税字1999278文件第四条规定转让自用家庭唯一生活用房取得所得继续免征个人住房转让所得征收问题通知国税发2006108第三条规定纳税人提供完整准确房屋原值凭证不能正确计算房屋原值应纳税额税务机关税收征收管理法规定实行核定征税纳税人住房转让收入一定比例核定应纳具体比例省级省级授权地市级纳税人出售住房所处区域地理位置建造时间房屋类型住房平均价格水平因素住房转让收入1%3%幅度确定海南省转发个人住房转让所得征收问题通知地税200691规定纳税人提供完整准确房屋原值凭证不能正确计算房屋原值应纳税额住房转让收入2%核定征收转让房屋税收征管问题通知国税发200733第四条规定个人住房转让所得征收问题通知国税发2006108第三条提供完整准确房屋原值凭证纳税人不能提供房屋购买合同发票建造成本费用支出有效凭证契税征管档案没有上次交易价格建造成本费用支出金额记录纳税人提供房屋购买合同发票建造成本费用支出有效凭证契税征管档案中有上次交易价格建造成本费用支出金额记录核实征收方式计征转让住房上述文件规定执行财税字1999278财政部建设部出售住房所得征收问题通知国税发2006108个人住房转让所得征收问题通知地税200691海南省转发个人住房转让所得征收问题通知国税发200733转让房屋税收征管问题通知,个人所得税
租赁财产租赁20%交税按新出核定征收1.5附征率交税征收分为查账征收核定征收查账征收前提个体工商户取得机械设备租赁收入个体工商户生产经营所得适用5%35%五级超额累进税自然人财产租赁所得适用20%税率核定征收前提个体工商户1.5%征收率缴纳相关规定印发管理办法通知国税发2005120各级税务机关强化个体工商户个人独资企业合伙企业投资者独立从事劳务活动征管积极推行个体工商户个人独资企业合伙企业建账工作规范财务管理健全财务制度条件地区使用税控装置加强纳税人管理监控健全完善核定征收工作账证不全无法实行查账征收纳税人按规定实行核定征收纳税人经营情况及时进行定额调整,个人所得税
自产汽车用于研发碰撞测试广告用途需要车辆购置税消费税厂家用于研发碰撞测试广告用途属于自用车购消费税相关规定需要缴纳车辆购置税消费税相关规定车辆购置税暂行条例第一条境内购置条例规定车辆以下简称应税车辆单位车辆购置税纳税人应当条例缴纳车辆购置税第二条条例第一条购置包括购买进口受赠获奖方式取得自用应税车辆行为车辆购置税征收管理办法2018修订第五条纳税人购买自用应税车辆应自购买之日起60日内申报纳税自产受赠获奖方式取得自用应税车辆应自取得之日起60日内申报纳税消费税暂行条例2008修订国务院令539第四条纳税人生产应税消费品纳税人销售纳税纳税人自用应税消费品用于连续生产应税消费品纳税用于方面移送使用纳税消费税暂行条例实施细则财政部51第六条条例第四条第一款用于连续生产应税消费品纳税人自产自用应税消费品直接材料生产最终应税消费品自用应税消费品构成最终应税消费品实体条例第四条第一款用于方面纳税人自产自用应税消费品用于生产应税消费品在建工程管理部门非生产机构提供劳务馈赠赞助集资广告样品职工福利奖励方面,综合
销售成本ERP进行核算这次税率改变系统改成1610税率之前发票1117这样的话销售成本做账误差处理政策过渡期间存在问题业务发生发票开具税率11%17%财务应该11%17%税率进行账务处理系统发票之间存在这部分误差两个解决方案公司系统税率模块调整建议过渡期间新旧税率启用系统逻辑需要重新梳理公司系统改造太大该类业务发生频率直接进行账务调整摘要说明调整原因,增值税
计算业务招待费广告费业务宣传费费用扣除限额销售收入额包含视同销售收入额企业所得税执行若干税务处理问题通知国税函2009202规定销售营业收入基数确定问题企业计算业务招待费广告费业务宣传费费用扣除限额销售营业收入额包括实施条例规定视同销售营业收入额国税函2009202企业所得税执行若干税务处理问题通知,企业所得税
出版单位委托发行图书报刊杂志支付发行单位经销手续费征收增值税是否允许销售额减除印发增值税问题解答之一通知国税函1995288规定出版单位委托发行图书报刊杂志支付发行单位经销手续费征收增值税折扣销售规定办理销售额支付经销手续费同一发票注明减除经销手续费销售额征收增值税经销手续费同一发票注明开具发票财务处理不得销售额减除经销手续费,增值税
缴费基数部分超过社平工资300%上限单位部分是否社平工资300%上限单位部分社保职工工资总额基数不太理解各省市社局每年发布年度职工社会保险缴费标准调整社会保险缴费基数下限没有具体区分缴纳部分单位缴纳部分双方缴纳比例关联性缴纳部分社平工资300%上限认为单位缴纳部分应该社平工资300%上限保证计费基数单位计费基数保持一致,综合
培训学校公司企业所得税计算通常若贵司业务没有相应企业所得税减免税优惠政策处于税收洼地一般纳税所得额25%缴纳企业所得税企业每一纳税年度收入总额减除征税收入免税收入各项扣除允许弥补以前年度亏损余额纳税所得额,企业所得税
销售免税滴灌滴灌产品单独核算销售额是否免税财政部免征滴灌滴灌产品增值税通知财税200783规定享受免税政策纳税人增值税暂行条例及其实施细则规定单独核算滴灌滴灌产品销售额单独核算销售额不得免税,增值税
支付我国公民国民薪金津贴是否征收财政部建立协定问题补充通知财税200793规定建立协定以下简称协定第二款规定亚行付给董事董事官员雇员包括亚行执行任务专家薪金津贴不得征税成员递交批准书接受书时声明亚行本国公民国民支付薪金津贴成员及其行政部门保留征税权力我国加入未作相关声明支付我国公民国民包括亚行执行任务专家薪金津贴凡经确认人员雇员执行项目专家取得符合我国税法规定薪金津贴报酬应依协定约定免征财税200793财政部建立协定问题补充通知,个人所得税
职工教育经费税前扣除政策是不是发生变化财政部税务总局企业职工教育经费税前扣除政策通知财税201851文件规定企业发生职工教育经费支出超过工资薪金总额8%部分准予计算企业所得税纳税所得额扣除超过部分准予以后纳税年度结转扣除,综合
申报全年一次性奖金现在要发去年一个项目绩效奖金应该正常工资里发明年全年一次性奖金并入描述贵司年初已经年终奖方式申报今年不能年终奖方式申报情况贵司需要综合考虑选择合适方式一是贵司必须今年发放不能年终奖申报并入月工资薪金申报二是2019发放并入年终奖2019年终奖方式申报,个人所得税
两家公司任职各发工资合并未达免征公司1000公司2000公司申报实施条例规定中国境内两处两处取得工资薪金所得自行主管税务机关申报建议公司申报发放部分工资薪金发放两处合并主管税务机关申报实务两处合并达到免征自行申报时不需缴纳申报流程相关规定实施条例纳税义务人下列情形之一应当规定主管税务机关办理纳税申报所得12万元中国境内两处两处取得工资薪金所得中国境外取得所得取得纳税所得没有扣缴义务人国务院规定情形所得12万元纳税义务人年度终了主管税务机关办理纳税申报纳税义务人办理纳税申报地点事项管理办法国务院税务主管部门制定,个人所得税
业务员名字电话费发票是否报销税前扣除需要交个国务院修改发票管理办法决定587规定符合规定发票不得财务报销凭证单位有权拒收加强企业所得税管理意见国税发200888规定加强费用扣除项目管理防止家庭费用混同生产经营费用扣除加强发票核实工作符合规定发票不得税前扣除凭据实施条例600第八条第一款规定工资薪金所得任职受雇取得工资薪金奖金年终加薪劳动分红津贴补贴任职受雇所得公司业务员名字电话费发票符合规定发票财务报销凭证财务报销凭证属于家庭费用不能企业所得税扣除上述文件规定工资薪金合并申报缴纳国务院令2010587发票管理办法国税发200888加强企业所得税管理意见国务院令2011600国务院修改实施条例决定,企业所得税
居民企业间接转让中国财产判定是否具有合理商业目的居民企业间接转让财产企业所得税若干问题公告公告2015规定判断合理商业目的整体考虑间接转让中国应税财产交易相关安排结合实际情况综合分析以下相关因素境外企业股权主要价值是否直接间接中国应税财产境外企业资产是否主要直接间接中国境内投资构成取得收入是否主要直接间接来源于中国境内境外企业直接间接持有中国应税财产下属企业实际履行功能承担风险是否能够证实企业架构具有经济实质境外企业股东业务模式相关组织架构存续时间间接转让中国应税财产交易境外缴纳所得税情况股权转让方间接投资间接转让中国应税财产交易直接投资直接转让中国应税财产交易替代性间接转让中国应税财产所得中国适用税收协定安排情况相关因素十九公告发布之日起施行公告发布发生未作税务处理事项公告执行公告2015居民企业间接转让财产企业所得税若干问题公告,企业所得税
不动产涉及税种税率问题描述清晰清楚具体情况一般情况答复企业转让不动产增值税10%增值税附加税土地增值税四级税率企业所得税25%印花税万分之转让不动产增值税5%增值税附加税土地增值税20%印花税万分之,综合
软盘质量问题无法报税处理修订增值税专用发票使用规定通知国税发2006156规定一般纳税人开具专用发票增值税纳税申报期内主管税务机关报税申报所属月份分次主管税务机关报税规定报税纳税人IC卡IC卡软盘税务机关报送开票数据电文规定IC卡软盘质量问题无法报税更换IC卡软盘,增值税
政策性搬迁政府给予无法移动机器设备补偿是否涉税企业政策性搬迁所得税管理办法公告公告201240规定企业政策性搬迁政府给予机器设备补偿属于搬迁安置给予补偿应该计入搬迁补偿收入企业搬迁期间发生搬迁收入搬迁支出计入当期纳税所得额完成搬迁年度搬迁收入支出进行汇总清算企业搬迁收入扣除搬迁支出余额企业搬迁所得企业搬迁完成年度搬迁所得计入当年度企业纳税所得额计算纳税,企业所得税
发生以非货币资产清偿债务债权股权债务重组适用一般性税务处理需要准备资料以备税务机关检查发布企业重组业务企业所得税管理办法公告公告2010第十一条规定企业发生通知第四条规定债务重组准备以下相关资料以备税务机关检查以非货币资产清偿债务保留当事各方签订清偿债务协议合同货币资产公允价格确认合法证据债权股权保留当事各方签订债权股权协议合同,企业所得税
发票适用范围发生以下情形符合发票作废条件需要开具专用发票销货退回开票有误应税服务中止销货部分退回发生销售折让发票作废条件收到退回发票抵扣时间超过销售方开票当月销售方未抄记账购买方认证认证结果纳税人识别认证不符专用发票代码号码认证不符,企业所得税
闲置费缴纳土地闲置费征收具体标准已经签订国有土地使用权出让合同闲置土地每月土地闲置费标准经营性房地产用地合同出让金总额1.2%一般建设用地合同出让金总额0.8%工业基础设施用地合同出让金总额0.4%各类用地累计征收土地闲置费总额超过该宗用地土地使用权出让金合同总额20%签订国有土地使用权出让合同未办理划拨用地手续闲置土地土地闲置各地规定标准征收计征时间累计超过24城市房地产管理法25规定超出出让合同约定动工开发日期一年动工开发征收相当于土地使用权出让金20%以下土地闲置费二年动工开发无偿收回土地使用权具体闲置费国土部门相关地方规定计算城市房地产管理法25,综合
是否免纳主席令200785第四条第四款规定下列各项个人所得免纳福利费抚恤金救济金实施条例519第十四条规定税法第四条第四项所说福利费国家有关规定企业事业单位国家机关社会团体提留福利费工会经费支付生活补助费主席令200785第四条国务院令2008519实施条例第十四条,个人所得税
所得12万元纳税人申报地点规定印发自行纳税申报办法试行通知国税发2006162第十条规定所得12万元纳税人纳税申报地点中国境内任职受雇单位任职受雇单位所在地主管税务机关申报中国境内两处两处任职受雇单位选择固定一处单位所在地主管税务机关申报中国境内任职受雇单位所得项目中有个体工商户生产经营所得企事业单位承包经营承租经营所得以下统称生产经营所得一处实际经营所在地主管税务机关申报中国境内任职受雇单位所得项目生产经营所得户籍所在地主管税务机关申报中国境内户籍户籍所在地中国境内经常居住地一致选择固定一地主管税务机关申报中国境内没有户籍中国境内经常居住地主管税务机关申报国税发2006162印发自行纳税申报办法试行通知第十条,个人所得税
琼海上班方便住宿计划琼海租房子现在公积金领取缴纳房租租房子领取需要缴纳税费问下缴费谢谢财政部基本基本医疗保险失业保险费住房公积金政策通知财税200610第三条规定实际取原提存基本基本医疗保险失业保险金住房公积金免征实际取原提存住房公积金免征财税200610财政部基本基本医疗保险失业保险费住房公积金政策通知第三条,个人所得税
开具发票收入包括未到增值税纳税义务发生时点收入纳税检查调整包括内容开票收入包括未到增值税纳税义务发生时间时点收入销售销售纳税义务发生时间当期申报有没有开具发票申报后期申报时以义务发生时间判断计算迟缴税款滞纳金纳税检查调整销售额填写纳税人税务财政审计部门检查一般计税方法本期计算调整销售额享受增值税即征政策货物劳务服务不动产无形资产纳税检查属于偷税填入即征项目而应填入一般项目营业税改征增值税纳税人服务不动产无形资产扣除项目本栏填写扣除之前不含税销售额纳税检查调整销售额填写纳税人税务财政审计部门检查简易计税方法本期计算调整销售额享受增值税即征政策货物劳务服务不动产无形资产纳税检查属于偷税填入即征项目而应填入一般项目营业税改征增值税纳税人服务不动产无形资产扣除项目本栏填写扣除之前不含税销售额,增值税
推开营业税改征增值税试点残疾人福利机构提供育养服务是否需要缴纳增值税财政部全面推开营业税改征增值税试点通知财税201636附件营业税改征增值税试点过渡政策规定下列项目免征增值税残疾人福利机构提供育养服务上述增值税优惠政策规定期限项目第五条政策改增试点期间执行试点纳税人纳入改增试点日前已经政策规定享受营业税税收优惠剩余税收优惠政策期限内规定享受增值税优惠财税201636财政部全面推开营业税改征增值税试点通知附件,增值税
一个影视后期制作公司想要购买境外软件使用权后期制作需要缴纳通过描述贵司购买境外软件使用权费用属于特许权使用费对外支付时应非贸付相关规定境外居民企业代扣代缴增值税增值税附加10%税率预提所得税贵司代扣代缴增值税抵扣进项,综合
应税货物销售收入应税劳务收入增值税申报表附加税征收项目货物销售收入应税劳务计算计税比例描述实务电子税务局现在已经实现自动计算附加税单位实际缴纳增值税消费税税额计征无需计算,综合
